activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89656,0.006137295821451036,0.9068,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8847800000000001,0.007613251604932038,0.8979,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89388,0.006406059631317812,0.9007,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8997400000000001,0.00462194764141701,0.9078,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8937200000000001,0.007392266228972017,0.908,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8955399999999999,0.0030825963083089395,0.8986,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88078,0.007558677132938007,0.8899,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8975,0.0075463898653594505,0.9076,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8972199999999999,0.008939216967945248,0.9059,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8973599999999999,0.009871696915930926,0.9097,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8814200000000001,0.009343960616355323,0.8905,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.9019600000000001,0.003611426311030017,0.9085,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8993399999999999,0.005003039076401455,0.9044,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.88526,0.007206830093737494,0.8977,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8956000000000002,0.00783121957296561,0.9107,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8917200000000001,0.007915402706116723,0.9001,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89412,0.004046924758381345,0.9012,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8737199999999999,0.008584031686800796,0.8851,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8746600000000001,0.017684637400862933,0.8917,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89208,0.009003421571824792,0.9019,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.86022,0.03448451246574322,0.8899,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[5, 7]",0.8808400000000001,0.0168193460039325,0.8969,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8897400000000001,0.004661587712357232,0.8969,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.87874,0.008675851543220404,0.8866,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8946400000000001,0.019115606189707934,0.9072,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[6, 6]",0.90572,0.0009887365675446398,0.9067,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8904,0.0098812954616285,0.9011,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.8986599999999999,0.0044098072520236155,0.9052,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.90412,0.005999466642960866,0.9111,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8788,0.0072776369791299625,0.8863,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8812,0.006353266876182691,0.893,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89638,0.006756744778367736,0.9027,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89376,0.009520210081715632,0.9056,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89566,0.01400736948895117,0.9082,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89774,0.006873892638090894,0.9081,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'))","[7, 5]",0.8878599999999999,0.00786297653563841,0.8981,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.8983599999999999,0.006878546358061453,0.9098,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.9025000000000001,0.006651315659326371,0.9134,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8904400000000001,0.011718122716544642,0.9044,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8996000000000001,0.005119765619635336,0.9065,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'))","[6, 6]",0.8965400000000001,0.006676705774556787,0.9053,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8895,0.01058300524425837,0.9,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[6, 6]",0.8979799999999999,0.009977053673304566,0.9101,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8911200000000001,0.004727113284024381,0.8962,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87422,0.0081832511876393,0.8862,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.88802,0.012303885565137543,0.9022,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8797200000000001,0.008968924127229516,0.8895,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.8897799999999998,0.007866740112651508,0.903,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8943200000000001,0.005455785919553654,0.9012,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89398,0.008830492624989816,0.9036,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.89728,0.003574576898039806,0.9035,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8859999999999999,0.008000000000000031,0.8967,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8950199999999999,0.01227491751499779,0.9116,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8956,0.00717523518778307,0.9068,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89154,0.00854882448059382,0.9031,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'))","[7, 5]",0.87888,0.020559319054871433,0.9,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8957200000000001,0.0029674231245307822,0.8986,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8972199999999999,0.01229233907765322,0.9113,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8949,0.007221357213155975,0.9011,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[7, 5]",0.8903000000000001,0.016634301909007165,0.9063,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8903000000000001,0.01273813173114489,0.909,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'))","[6, 6]",0.8903400000000001,0.009611576353543693,0.903,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8908200000000001,0.006333845593318495,0.899,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.89534,0.004065759461650444,0.8983,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.89768,0.006684429669014385,0.9075,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88362,0.005875848874843523,0.8944,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.89574,0.0061707698061101,0.9072,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8810600000000001,0.007486681507851117,0.8923,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8805599999999998,0.0028625862432422673,0.8833,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.89818,0.009005420589844756,0.9084,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.88946,0.005505124885050271,0.8964,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8906000000000001,0.0059032194605994365,0.8972,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8908999999999999,0.01013252189733632,0.9057,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8817,0.01433010816428124,0.8972,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.90084,0.006335171663025411,0.9055,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88576,0.00810397433362177,0.8949,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8852,0.005514707607842874,0.8933,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.88462,0.015503599582032561,0.903,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.88996,0.008077276768812628,0.9002,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.88774,0.010796221561268561,0.8984,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8862,0.002315167380558045,0.8898,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8828400000000001,0.0032345633399270294,0.8865,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8898199999999999,0.0059239851451535685,0.8954,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.9036799999999999,0.006116011772388922,0.9124,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8996000000000001,0.008805679985100538,0.9061,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.90212,0.00625152781326292,0.9127,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.87666,0.007606470929412691,0.8837,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88164,0.012526388146628703,0.889,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.8835400000000002,0.005732573593073183,0.89,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.89198,0.0036939951272301455,0.896,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8950400000000001,0.006643372637448518,0.9026,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.89596,0.008449994082838171,0.909,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8995799999999999,0.008812581914512894,0.9085,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88078,0.010788957317553898,0.8935,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89312,0.007006682524561828,0.9024,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.8944000000000001,0.018389344740909048,0.9083,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.90026,0.0037173108559818008,0.9071,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.89604,0.003921530313538327,0.9031,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8996999999999999,0.006923871749245528,0.9101,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89808,0.006638493805073575,0.907,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.8969799999999999,0.0047326102734115095,0.9018,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8968999999999999,0.0033226495451672256,0.9016,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[7, 5]",0.89604,0.009689293059867685,0.9076,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8911999999999999,0.0033376638536557375,0.896,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8820600000000001,0.013020844826661597,0.8922,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89672,0.00472118629160087,0.9051,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8912599999999999,0.009521890568579326,0.9059,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.90014,0.002770270744891176,0.9054,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8967600000000001,0.008994131419987127,0.9074,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8854,0.008350329334822656,0.8963,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.88812,0.006610113463473979,0.8986,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.88636,0.012491373023010713,0.9011,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8928799999999999,0.01004537704618397,0.9064,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8956199999999999,0.011781239323602607,0.9068,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[5, 7]",0.88462,0.005876869915184433,0.8911,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.89754,0.007925805952709147,0.9107,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[6, 6]",0.89368,0.016526512033699058,0.908,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8971,0.006026275798534284,0.9059,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8878,0.012867944668827264,0.9036,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.87948,0.013205968347682787,0.8895,5,10,128
