activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88568,0.012488618818748526,0.8968,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8913,0.011107114836896219,0.9006,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8906000000000001,0.007567826636492131,0.9011,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[7, 5]",0.89436,0.010493159676665543,0.9087,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8937000000000002,0.011208211275667507,0.9068,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8865400000000001,0.014396749633163732,0.9025,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8838000000000001,0.006819970674423757,0.8954,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8902199999999999,0.01078079774413749,0.8984,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8968,0.0029806039656418517,0.9004,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.8918400000000002,0.01343675556077434,0.9034,5,10,128
"(('tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8949400000000001,0.0033708159249653553,0.8987,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.89842,0.006945329365840047,0.9085,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[7, 5]",0.89434,0.005524346115152462,0.904,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.88792,0.006195934150715299,0.8998,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8844799999999999,0.008397952131323437,0.8955,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8967600000000001,0.005137937329318076,0.905,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89458,0.010951602622447543,0.9056,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[7, 5]",0.8945000000000001,0.010214303696287862,0.905,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.89358,0.008430753228508107,0.9055,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8978400000000001,0.0069197109766232405,0.9058,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[7, 5]",0.8883000000000001,0.0032261432082286577,0.8908,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8824,0.0074040529441651015,0.8956,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[6, 6]",0.87978,0.022534719878445353,0.9056,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89284,0.006700029850679791,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8916000000000001,0.0031483328921828166,0.8967,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8831199999999999,0.007557883301560047,0.8949,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8785200000000002,0.0068361977736165576,0.889,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.8798999999999999,0.009069509358283939,0.8902,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.90108,0.004191133498231735,0.907,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8848,0.011902436725309672,0.8928,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.89628,0.004416514462786234,0.9023,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8881600000000001,0.011090825036939315,0.9032,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.8993400000000001,0.007212932829300438,0.9051,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.9063800000000001,0.002597229292919679,0.9094,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[5, 7]",0.88674,0.006931262511260109,0.8981,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8929600000000001,0.003920510170883385,0.8981,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87354,0.01180874252407938,0.8898,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[5, 7]",0.8817600000000001,0.00904933146702008,0.8899,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8886,0.005925875462748108,0.897,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8764,0.020195940186086916,0.9034,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8849199999999999,0.0059003050768583025,0.8924,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8871,0.007506264050777842,0.8944,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8815999999999999,0.008360861199661205,0.8908,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[7, 5]",0.9,0.004219004621945806,0.9072,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89178,0.004667504686660737,0.8981,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.89192,0.006751414666571735,0.9007,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8671399999999998,0.016717607484326213,0.8924,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8976600000000001,0.0053203759265675775,0.9052,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8770800000000001,0.005882992435827178,0.8855,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88148,0.00974153991933514,0.8942,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.8943200000000001,0.003974116253961411,0.8987,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8908400000000001,0.012267778935080312,0.9009,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8885400000000001,0.0103077834668759,0.8998,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[6, 6]",0.88756,0.010054372183284236,0.9018,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[7, 5]",0.90162,0.006370996782293956,0.9099,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88168,0.0064303654639530534,0.8917,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.87988,0.009147764754299292,0.8929,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8817999999999999,0.007291364755654467,0.8895,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.89116,0.01026598266119713,0.9077,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.9012,0.0064507363920718415,0.9106,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8924,0.004193804954930549,0.8995,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8919199999999998,0.007654384364532539,0.9014,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8885799999999999,0.0141185551668717,0.8992,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[6, 6]",0.89164,0.006134688256138196,0.9025,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.89366,0.012012759882724709,0.9053,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.89688,0.00547262277157852,0.9044,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8745800000000001,0.0197955954696998,0.8926,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.88454,0.01240525695018044,0.9001,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.8992799999999999,0.00419208778534041,0.9038,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'))","[7, 5]",0.8908799999999999,0.014418099736095613,0.8997,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8859600000000001,0.011086135485370881,0.8994,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88188,0.009683263912545169,0.8925,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8872,0.008080346527222728,0.9028,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.89298,0.010144436899108775,0.9034,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8969600000000002,0.006879418580083637,0.9043,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89176,0.00654296568843214,0.8972,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88536,0.01248304450044138,0.8994,5,10,128
"(('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8906600000000001,0.009800734666340051,0.9002,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8914799999999999,0.004883195674965318,0.8976,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89094,0.007964571551565108,0.9013,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.88408,0.008760228307527129,0.8921,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.8905799999999999,0.0036896612310617282,0.8955,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.90008,0.006778908466707595,0.91,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[7, 5]",0.8938599999999999,0.011976243150504252,0.9099,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8754799999999999,0.01696978491319203,0.8924,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.87904,0.015623008673107768,0.8991,5,10,128
"(('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8956199999999999,0.005975081589401082,0.9012,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8952199999999999,0.008543161007495957,0.9047,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89124,0.005702490683902978,0.8997,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[6, 6]",0.89484,0.008922241870740795,0.9049,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87898,0.007082767820562785,0.8893,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.8929600000000001,0.011537174697472515,0.9085,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.86324,0.020953338636121917,0.8992,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.8942399999999999,0.006402686935966791,0.9036,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8876799999999999,0.02146312186053091,0.9017,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89768,0.00562970691954744,0.9049,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89336,0.013764098226909017,0.9078,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87744,0.009203607988175065,0.8905,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.87904,0.011588546069287527,0.8915,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'), ('softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8978999999999999,0.008412609583238712,0.9103,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.89054,0.0035466040094716167,0.8961,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.88644,0.007006168710500748,0.8951,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.89108,0.005078346187490558,0.8976,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89506,0.006442546080549212,0.9026,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8890800000000001,0.014280952349195755,0.9017,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.88832,0.014468780183553841,0.9051,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.88512,0.012723584400631743,0.8996,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89192,0.009292878994154602,0.8994,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.87538,0.019240311847784606,0.8884,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[5, 7]",0.8878400000000001,0.006856413056402016,0.8972,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.9001999999999999,0.003992492955535434,0.9049,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.9018599999999999,0.003604774611539537,0.9061,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8874000000000001,0.005247094434065397,0.8931,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'), ('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8945399999999999,0.011005562230072607,0.9098,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89434,0.00910858935291299,0.9068,5,10,128
"(('relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89054,0.007960050251097667,0.9021,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.8964599999999999,0.009778057066718302,0.9076,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.9006000000000001,0.004265676968547893,0.9081,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.89648,0.008464844948373232,0.9026,5,10,128
